Pollster,Date,Approve,Disapprove,Gap,President,538 Grade,Mean-Reverted Bias,Grade,Adjusted Approve,Adjusted Disapprove,Adjusted Gap
CNN/Opinion Research Corp., 2/2/2017,44,53,-9,Trump,B+,0.0607,3.3,44.03035,52.96965,-8.9393
IBD/TIPP, 2/2/2017,42,48,-6,Trump,A-,-0.78254902,3.7,41.60872549,48.39127451,-6.78254902
Public Policy Polling, 1/31/2017,47,49,-2,Trump,B,0.26406832,3,47.13203416,48.86796584,-1.73593168
Gallup, 1/31/2017,43,52,-9,Trump,B,-0.90473684,3,42.54763158,52.45236842,-9.90473684
Rasmussen Reports/Pulse Opinion Research, 1/31/2017,53,47,6,Trump,C+,-1.4892512,2.3,52.2553744,47.7446256,4.5107488
YouGov, 1/31/2017,47,45,2,Trump,B,0.26403361,3,47.13201681,44.8679832,2.26403361
Ipsos, 1/31/2017,46,47,-1,Trump,B+,0.5955,3.3,46.29775,46.70225,-0.4045
YouGov, 1/25/2017,43,39,4,Trump,B,0.26403361,3,43.13201681,38.8679832,4.26403361
Public Policy Polling, 1/24/2017,44,44,0,Trump,B,0.26406832,3,44.13203416,43.86796584,0.26406832
Quinnipiac University, 1/25/2017,36,44,-8,Trump,A-,0.06815029,3.7,36.03407515,43.96592486,-7.93184971
Gallup, 1/24/2017,46,45,1,Trump,B,-0.90473684,3,45.54763158,45.45236842,0.09526316
Rasmussen Reports/Pulse Opinion Research, 1/24/2017,57,43,14,Trump,C+,-1.4892512,2.3,56.2553744,43.7446256,12.5107488
Ipsos, 1/24/2017,43,45,-2,Trump,B+,0.5955,3.3,43.29775,44.70225,-1.4045
Ipsos,10/1/2018,43,55,-12,Trump,B+,0.5955,3.3,43.29775,54.70225,-11.4045
YouGov,10/3/2018,46,51,-5,Trump,B,0.26403361,3,46.13201681,50.8679832,-4.73596639
YouGov,10/4/2018,44,54,-10,Trump,B,0.26403361,3,44.13201681,53.8679832,-9.73596639
Emerson College,10/4/2018,43,50,-7,Trump,B+,0.10647727,3.3,43.05323864,49.94676137,-6.89352273
Harris Interactive,10/5/2018,49,51,-2,Trump,C+,-1.5215758,2.3,48.2392121,51.7607879,-3.5215758
YouGov,10/6/2018,44,54,-10,Trump,B,0.26403361,3,44.13201681,53.8679832,-9.73596639
YouGov,10/7/2018,44,53,-9,Trump,B,0.26403361,3,44.13201681,52.8679832,-8.73596639
SSRS,10/7/2018,43,52,-9,Trump,A-,-0.07142857,3.7,42.96428572,52.03571429,-9.07142857
Gallup,10/7/2018,43,53,-10,Trump,B,-0.90473684,3,42.54763158,53.45236842,-10.90473684
YouGov,10/8/2018,44,53,-9,Trump,B,0.26403361,3,44.13201681,52.8679832,-8.73596639
Rasmussen Reports/Pulse Opinion Research,10/8/2018,51,47,4,Trump,C+,-1.4892512,2.3,50.2553744,47.7446256,2.5107488
Ipsos,10/8/2018,42,57,-15,Trump,B+,0.5955,3.3,42.29775,56.70225,-14.4045
YouGov,10/9/2018,43,53,-10,Trump,B,0.26403361,3,43.13201681,52.8679832,-9.73596639
Rasmussen Reports/Pulse Opinion Research,10/9/2018,49,49,0,Trump,C+,-1.4892512,2.3,48.2553744,49.7446256,-1.4892512
Morning Consult,10/7/2018,41,56,-15,Trump,B-,0.57263158,2.7,41.28631579,55.71368421,-14.42736842
Morning Consult,10/1/2018,43,51,-8,Trump,B-,0.57263158,2.7,43.28631579,50.71368421,-7.42736842
YouGov,10/11/2018,45,52,-7,Trump,B,0.26403361,3,45.13201681,51.8679832,-6.73596639
YouGov,10/10/2018,44,54,-10,Trump,B,0.26403361,3,44.13201681,53.8679832,-9.73596639
Ipsos,10/9/2018,42,57,-15,Trump,B+,0.5955,3.3,42.29775,56.70225,-14.4045
Greenberg Quinlan Rosner,9/23/2018,42,56,-14,Trump,C,0,2,42,56,-14
Harris Interactive,10/12/2018,46,54,-8,Trump,C+,-1.5215758,2.3,45.2392121,54.7607879,-9.5215758
ABC News/Washington Post,10/11/2018,43,53,-10,Trump,A+,0.61341176,4,43.30670588,52.69329412,-9.38658824
Rasmussen Reports/Pulse Opinion Research,10/14/2018,51,49,2,Trump,C+,-1.4892512,2.3,50.2553744,49.7446256,0.5107488
Gallup,10/14/2018,44,51,-7,Trump,B,-0.90473684,3,43.54763158,51.45236842,-7.90473684
Public Opinion Strategies,10/7/2018,41,49,-8,Trump,A,-1.4672941,4,40.26635295,49.73364705,-9.4672941
YouGov,10/15/2018,45,53,-8,Trump,B,0.26403361,3,45.13201681,52.8679832,-7.73596639
YouGov,10/14/2018,44,54,-10,Trump,B,0.26403361,3,44.13201681,53.8679832,-9.73596639
YouGov,10/13/2018,42,55,-13,Trump,B,0.26403361,3,42.13201681,54.8679832,-12.73596639
YouGov,10/16/2018,44,54,-10,Trump,B,0.26403361,3,44.13201681,53.8679832,-9.73596639
Rasmussen Reports/Pulse Opinion Research,10/16/2018,49,50,-1,Trump,C+,-1.4892512,2.3,48.2553744,50.7446256,-2.4892512
Ipsos,10/15/2018,45,54,-9,Trump,B+,0.5955,3.3,45.29775,53.70225,-8.4045
Morning Consult,10/14/2018,43,52,-9,Trump,B-,0.57263158,2.7,43.28631579,51.71368421,-8.42736842
YouGov,10/17/2018,46,52,-6,Trump,B,0.26403361,3,46.13201681,51.8679832,-5.73596639
Rasmussen Reports/Pulse Opinion Research,10/17/2018,47,52,-5,Trump,C+,-1.4892512,2.3,46.2553744,52.7446256,-6.4892512
Kaiser Family Foundation,10/17/2018,40,54,-14,Trump,C,0,2,40,54,-14
YouGov,10/19/2018,45,53,-8,Trump,B,0.26403361,3,45.13201681,52.8679832,-7.73596639
Rasmussen Reports/Pulse Opinion Research,10/18/2018,47,52,-5,Trump,C+,-1.4892512,2.3,46.2553744,52.7446256,-6.4892512
CBS News/New York Times,10/17/2018,42,53,-11,Trump,A-,0.43547945,3.7,42.21773973,52.78226028,-10.56452055
AP-NORC,10/14/2018,40,59,-19,Trump,C,0,2,40,59,-19
YouGov,10/20/2018,43,54,-11,Trump,B,0.26403361,3,43.13201681,53.8679832,-10.73596639
Harris Interactive,10/19/2018,48,53,-5,Trump,C+,-1.5215758,2.3,47.2392121,53.7607879,-6.5215758
YouGov,10/21/2018,46,51,-5,Trump,B,0.26403361,3,46.13201681,50.8679832,-4.73596639
NBC News/Wall Street Journal,10/17/2018,45,52,-7,Trump,A-,0.80923077,3.7,45.40461539,51.59538462,-6.19076923
YouGov,10/21/2018,44,53,-9,Trump,B,0.26403361,3,44.13201681,52.8679832,-8.73596639
Gallup,10/21/2018,44,50,-6,Trump,B,-0.90473684,3,43.54763158,50.45236842,-6.90473684
American Research Group,10/20/2018,42,55,-13,Trump,C+,-0.22110092,2.3,41.88944954,55.11055046,-13.22110092
Zogby Interactive/JZ Analytics,10/17/2018,47,52,-5,Trump,C,-0.88022843,2,46.55988579,52.44011422,-5.88022843
YouGov,10/22/2018,45,53,-8,Trump,B,0.26403361,3,45.13201681,52.8679832,-7.73596639
Rasmussen Reports/Pulse Opinion Research,10/22/2018,48,51,-3,Trump,C+,-1.4892512,2.3,47.2553744,51.7446256,-4.4892512
YouGov,10/23/2018,47,50,-3,Trump,B,0.26403361,3,47.13201681,49.8679832,-2.73596639
Rasmussen Reports/Pulse Opinion Research,10/26/2018,46,52,-6,Trump,C+,-1.4892512,2.3,45.2553744,52.7446256,-7.4892512
Ipsos,10/22/2018,47,51,-4,Trump,B+,0.5955,3.3,47.29775,50.70225,-3.4045
Morning Consult,10/19/2018,45,51,-6,Trump,B-,0.57263158,2.7,45.28631579,50.71368421,-5.42736842
YouGov,10/24/2018,45,54,-9,Trump,B,0.26403361,3,45.13201681,53.8679832,-8.73596639
Rasmussen Reports/Pulse Opinion Research,10/24/2018,47,51,-4,Trump,C+,-1.4892512,2.3,46.2553744,51.7446256,-5.4892512
Suffolk University,10/22/2018,43,54,-11,Trump,B+,0.59554054,3.3,43.29777027,53.70222973,-10.40445946
McLaughlin & Associates,10/22/2018,48,50,-2,Trump,C-,-0.43634615,1.7,47.78182693,50.21817308,-2.43634615
Saint Leo University,10/17/2018,42,50,-8,Trump,C-,0.89676471,1.7,42.44838236,49.55161765,-7.10323529
