1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
3830,VA,Virginia,8,H4VA08224,(I),Donald S. Jr.,Beyer,Beyer; Donald S.; Jr.,,D,Unopposed,,,,246653,68.38%,,,,,W,
3831,VA,Virginia,8,H6VA08237,,Charles A.,Hernick,Hernick; Charles A.,,R,*,,,,98387,27.28%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention dates:  5/7/16 (Districts 5 & 7), 5/21/16 (Districts 1, 6 & 9) and 6/13/16 (District 10 caucus).  Republican Party convention dates: 5/7/16 (Districts 3 & 8), 5/14/16 (Districts 5 & 11) and 5/21/16 (District 7).  Convention nominees are noted with an asterisk."
3832,VA,Virginia,8,H6VA08245,,Julio,Gracia,Gracia; Julio,,IND,,,,,14664,4.07%,,,,,,
3833,VA,Virginia,8,n/a,,,Scattered,Scattered,,W,,,,,983,0.27%,,,,,,
3834,VA,Virginia,8,n/a,,,,,District Votes:,,,,,,360687,,,,,,,
3835,VA,Virginia,8,n/a,,,,,,,,,,,,,,,,,,
3836,VA,Virginia,9,H0VA09055,(I),H. Morgan,Griffith,Griffith; H. Morgan,,R,Unopposed,,,,212838,68.59%,,,,,W,
3837,VA,Virginia,9,H6VA09086,,Derek W.,Kitts,Kitts; Derek W.,,D,*,,,,87877,28.32%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention dates:  5/7/16 (Districts 5 & 7), 5/21/16 (Districts 1, 6 & 9) and 6/13/16 (District 10 caucus).  Republican Party convention dates: 5/7/16 (Districts 3 & 8), 5/14/16 (Districts 5 & 11) and 5/21/16 (District 7).  Convention nominees are noted with an asterisk."
3838,VA,Virginia,9,H6VA09094,,Janice Allen,Boyd,Boyd; Janice Allen,,IND,,,,,9050,2.92%,,,,,,
3839,VA,Virginia,9,n/a,,,Scattered,Scattered,,W,,,,,562,0.18%,,,,,,
3840,VA,Virginia,9,n/a,,,,,District Votes:,,,,,,310327,,,,,,,
3841,VA,Virginia,9,n/a,,,,,,,,,,,,,,,,,,
3842,VA,Virginia,10,H4VA10089,(I),Barbara Jean,Comstock,Comstock; Barbara Jean,,R,Unopposed,,,,210791,52.68%,,,,,W,
3843,VA,Virginia,10,H6VA10209,,LuAnn L.,Bennett,Bennett; LuAnn L.,,D,*,,,,187712,46.91%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention dates:  5/7/16 (Districts 5 & 7), 5/21/16 (Districts 1, 6 & 9) and 6/13/16 (District 10 caucus).  Republican Party convention dates: 5/7/16 (Districts 3 & 8), 5/14/16 (Districts 5 & 11) and 5/21/16 (District 7).  Convention nominees are noted with an asterisk."
3844,VA,Virginia,10,n/a,,,Scattered,Scattered,,W,,,,,1614,0.40%,,,,,,
3845,VA,Virginia,10,n/a,,,,,District Votes:,,,,,,400117,,,,,,,
3846,VA,Virginia,10,n/a,,,,,,,,,,,,,,,,,,
3847,VA,Virginia,11,H8VA11062,(I),"G. E. ""Gerry""",Connolly,"Connolly; G. E. ""Gerry""",,D,Unopposed,,,,247818,87.78%,,,,,W,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention dates:  5/7/16 (Districts 5 & 7), 5/21/16 (Districts 1, 6 & 9) and 6/13/16 (District 10 caucus).  Republican Party convention dates: 5/7/16 (Districts 3 & 8), 5/14/16 (Districts 5 & 11) and 5/21/16 (District 7).  Convention nominees are noted with an asterisk."
3848,VA,Virginia,11,n/a,,,Scattered,Scattered,,W,,,,,34504,12.22%,,,,,,
3849,VA,Virginia,11,n/a,,,,,District Votes:,,,,,,282322,,,,,,,
3850,VA,Virginia,11,n/a,,,,,,,,,,,,,,,,,,
3851,VA,Virginia,H,n/a,,,,,Total State Votes:,,88631,,,,3782248,,,,,,,
3852,,,,n/a,,,,,,,,,,,,,,,,,,
3853,VI,Virgin Islands,,n/a,,,,,,,,,,,,,,,,,,
3854,VI,Virgin Islands,0,H2VI00082,(I),Stacey E.,Plaskett,Plaskett; Stacey E.,,D,4099,85.47%,,,14531,97.51%,,,,,W,
3855,VI,Virgin Islands,0,H6VI00067,,Ronald E.,Russell,Russell; Ronald E.,,D,675,14.07%,,,,,,,,,,
3856,VI,Virgin Islands,0,n/a,,,Scattered,Scattered,,W(D),22,0.46%,,,,,,,,,,
3857,VI,Virgin Islands,0,n/a,,,Scattered,Scattered,,W,,,,,371,2.49%,,,,,,
3858,VI,Virgin Islands,0,n/a,,,,,Party Votes:,D,4796,,,,,,,,,,,
3859,VI,Virgin Islands,0,n/a,,,,,District Votes:,,4796,,,,14902,,,,,,,
3860,VI,Virgin Islands,H,n/a,,,,,Total State Votes:,,4796,,,,14902,,,,,,,
3861,,,,n/a,,,,,,,,,,,,,,,,,,
3862,WA,Washington,,n/a,,,,,,,,,,,,,,,,,,
3863,WA,Washington,,n/a,,,,,,,,,,,,,,,,,,
3864,WA,Washington,1,H0WA08046,(I),Suzan,DelBene,DelBene; Suzan,,D,77756,53.55%,,,193619,55.42%,,,,,W,
3865,WA,Washington,1,H4WA01258,,Robert J.,Sutherland,Sutherland; Robert J.,,R,44970,30.97%,,,155779,44.58%,,,,,,
3866,WA,Washington,1,H8WA08098,,John,Orlinski,Orlinski; John,,R,13694,9.43%,,,,,,,,,,
3867,WA,Washington,1,H6WA01204,,Scott,Stafne,Stafne; Scott,,LIB,4601,3.17%,,,,,,,,,,
3868,WA,Washington,1,H6WA01196,,Alex,Storms,Storms; Alex,,IP,4194,2.89%,,,,,,,,,,
3869,WA,Washington,1,n/a,,,,,District Votes:,,145215,,,,349398,,,,,,,
3870,WA,Washington,1,n/a,,,,,,,,,,,,,,,,,,
3871,WA,Washington,2,H0WA02080 ,(I),Rick,Larsen,Larsen; Rick,,D,71955,51.81%,,,208314,64.02%,,,,,W,
3872,WA,Washington,2,H6WA02178,,Marc,Hennemann,Hennemann; Marc,,R,44822,32.28%,,,117094,35.98%,,,,,,
3873,WA,Washington,2,H6WA02160,,Mike,Lapointe,Lapointe; Mike,,D,14697,10.58%,,,,,,,,,,
3874,WA,Washington,2,H6WA02186,,Brian,Luke,Luke; Brian,,LIB,4771,3.44%,,,,,,,,,,
3875,WA,Washington,2,H6WA02194,,Kari,Ilonummi,Ilonummi; Kari,,NOP,2628,1.89%,,,,,,,,,,
3876,WA,Washington,2,n/a,,,,,District Votes:,,138873,,,,325408,,,,,,,
3877,WA,Washington,2,n/a,,,,,,,,,,,,,,,,,,
3878,WA,Washington,3,H6WA03234,(I),Jaime Herrera,Beutler,Beutler; Jaime Herrera,,R,70142,55.48%,,,193457,61.75%,,,,,W,
3879,WA,Washington,3,H6WA03218,,Jim,Moeller,Moeller; Jim,,D,30848,24.40%,,,119820,38.25%,,,,,,
3880,WA,Washington,3,H6WA03184 ,,David,McDevitt,McDevitt; David,,D,12896,10.20%,,,,,,,,,,
3881,WA,Washington,3,H6WA03176,,Angela (Angie),Marx,Marx; Angela (Angie),,D,4851,3.84%,,,,,,,,,,
3882,WA,Washington,3,H6WA03226 ,,Kathleen (Grandma Warrior) ,Arthur,Arthur; Kathleen (Grandma Warrior) ,,D,4296,3.40%,,,,,,,,,,
3883,WA,Washington,3,H6WA03242,,L.A. (Worthy),Worthington,Worthington; L.A. (Worthy),,NOP,3402,2.69%,,,,,,,,,,
3884,WA,Washington,3,n/a,,,,,District Votes:,,126435,,,,313277,,,,,,,
3885,WA,Washington,3,n/a,,,,,,,,,,,,,,,,,,
3886,WA,Washington,4,H4WA04104,(I),Dan,Newhouse,Newhouse; Dan,,R,44720,45.77%,,,132517,57.64%,,,,,W,
3887,WA,Washington,4,H4WA04088 ,,Clint,Didier,Didier; Clint,,R,26892,27.53%,,,97402,42.36%,,,,,,
3888,WA,Washington,4,H6WA04141 ,,Doug,McKinley,McKinley; Doug,,D,21678,22.19%,,,,,,,,,,
3889,WA,Washington,4,H6WA04158 ,,John (the man),Malan,Malan; John (the man),,D,2320,2.37%,,,,,,,,,,
3890,WA,Washington,4, H6WA04166 ,,Glenn M.,Jakeman,Jakeman; Glenn M.,,R,2090,2.14%,,,,,,,,,,
3891,WA,Washington,4,n/a,,,,,District Votes:,,97700,,,,229919,,,,,,,
3892,WA,Washington,4,n/a,,,,,,,,,,,,,,,,,,
3893,WA,Washington,5,H6WA05171,(I),Cathy McMorris,Rodgers,Rodgers; Cathy McMorris,,R,60184,42.18%,,,192959,59.64%,,,,,W,
3894,WA,Washington,5,H4WA05127,,Joe,Pakootas,Pakootas; Joe,,D,44999,31.54%,,,130575,40.36%,,,,,,
3895,WA,Washington,5,H4WA05135,,Dave,Wilson,Wilson; Dave,,IP,18993,13.31%,,,,,,,,,,
3896,WA,Washington,5,H6WA05148,,Tom,Horne,Horne; Tom,,R,15830,11.09%,,,,,,,,,,
3897,WA,Washington,5,H6WA05163,,Krystol,McGee,McGee; Krystol,,LIB,2678,1.88%,,,,,,,,,,
3898,WA,Washington,5,n/a,,,,,District Votes:,,142684,,,,323534,,,,,,,
3899,WA,Washington,5,n/a,,,,,,,,,,,,,,,,,,
3900,WA,Washington,6,H2WA06129 ,(I),Derek,Kilmer,Kilmer; Derek,,D,87311,58.37%,,,201718,61.53%,,,,,W,
3901,WA,Washington,6,H6WA06211,,Todd A.,Bloom,Bloom; Todd A.,,R,36659,24.51%,,,126116,38.47%,,,,,,
3902,WA,Washington,6,H2WA10022,,Stephan Andrew,Brodhead,Brodhead; Stephan Andrew,,R,12269,8.20%,,,,,,,,,,
3903,WA,Washington,6,H6WA06203,,Mike,Coverdale,Coverdale; Mike,,NOP,7223,4.83%,,,,,,,,,,
3904,WA,Washington,6,H6WA06229,,Paul L.,Nuchims,Nuchims; Paul L.,,D,3318,2.22%,,,,,,,,,,
3905,WA,Washington,6,H6WA06237,,Tyler Myles,Vega,Vega; Tyler Myles,,GRE,2803,1.87%,,,,,,,,,,
3906,WA,Washington,6,n/a,,,,,District Votes:,,149583,,,,327834,,,,,,,
3907,WA,Washington,6,n/a,,,,,,,,,,,,,,,,,,
3908,WA,Washington,7,H6WA07458 ,,Pramila,Jayapal,Jayapal; Pramila,,D,82753,42.11%,,,212010,55.98%,,,,,W,
3909,WA,Washington,7,H6WA07425 ,,Brady Piñero,Walkinshaw,Walkinshaw; Brady Piñero,,D,41773,21.26%,,,166744,44.02%,,,,,,
3910,WA,Washington,7,H6WA07441,,Joe,McDermott,McDermott; Joe,,D,37495,19.08%,,,,,,,,,,
3911,WA,Washington,7,H4WA07073 ,,Craig,Keller,Keller; Craig,,R,16058,8.17%,,,,,,,,,,
3912,WA,Washington,7,H0WA07113,,Scott,Sutherland,Sutherland; Scott,,R,9008,4.58%,,,,,,,,,,
3913,WA,Washington,7,H6WA07466 ,,Arun,Jhaveri,Jhaveri; Arun,,D,3389,1.72%,,,,,,,,,,
3914,WA,Washington,7,H6WA07482,,Leslie,Regier,Regier; Leslie,,NOP,2592,1.32%,,,,,,,,,,
3915,WA,Washington,7,H6WA07409,,Don,Rivers,Rivers; Don,,D,2379,1.21%,,,,,,,,,,
3916,WA,Washington,7,H6WA07474,,Carl,Cooper,Cooper; Carl,,NOP,1056,0.54%,,,,,,,,,,
3917,WA,Washington,7,n/a,,,,,District Votes:,,196503,,,,378754,,,,,,,
3918,WA,Washington,7,n/a,,,,,,,,,,,,,,,,,,
3919,WA,Washington,8,H4WA08071,(I),Dave,Reichert,Reichert; Dave,,R,73600,56.82%,,,193145,60.20%,,,,,W,
3920,WA,Washington,8,H6WA08092,,Tony,Ventrella,Ventrella; Tony,,D,22035,17.01%,,,127720,39.80%,,,,,,
3921,WA,Washington,8,H6WA08084,,Santiago,Ramos,Ramos; Santiago,,D,17900,13.82%,,,,,,,,,,
3922,WA,Washington,8,H6WA08076,,Alida,Skold,Skold; Alida,,D,10825,8.36%,,,,,,,,,,
3923,WA,Washington,8,H8WA08080,,Keith,Arnold,Arnold; Keith,,INP,3153,2.43%,,,,,,,,,,
3924,WA,Washington,8, H6WA08100,,Margaret M.,Walsh,Walsh; Margaret M.,,WRN,2024,1.56%,,,,,,,,,,
3925,WA,Washington,8,n/a,,,,,District Votes:,,129537,,,,320865,,,,,,,
3926,WA,Washington,8,n/a,,,,,,,,,,,,,,,,,,
3927,WA,Washington,9,H6WA09025,(I),Adam,Smith,Smith; Adam,,D,67100,56.28%,,,205165,72.89%,,,,,W,
3928,WA,Washington,9,H4WA09061,,Doug,Basler,Basler; Doug,,R,27848,23.36%,,,76317,27.11%,,,,,,
3929,WA,Washington,9,H6WA09066,,Jesse,Wineberry,Wineberry; Jesse,,D,17613,14.77%,,,,,,,,,,
3930,WA,Washington,9,H6WA09058,,Daniel,Smith,Smith; Daniel,,D,3935,3.30%,,,,,,,,,,
3931,WA,Washington,9,H6WA09074 ,,Jeary,Flener,Flener; Jeary,,NOP,2733,2.29%,,,,,,,,,,
3932,WA,Washington,9,n/a,,,,,District Votes:,,119229,,,,281482,,,,,,,
3933,WA,Washington,9,n/a,,,,,,,,,,,,,,,,,,
3934,WA,Washington,10,H0WA03161,(I),Denny,Heck,Heck; Denny,,D,58865,46.53%,,,170460,58.67%,,,,,W,
3935,WA,Washington,10,H8WA09047,,Jim,Postma,Postma; Jim,,R,46473,36.74%,,,120104,41.33%,,,,,,
3936,WA,Washington,10,H2WA10048,,Jennifer Gigi,Ferguson,Ferguson; Jennifer Gigi,,D,16750,13.24%,,,,,,,,,,
3937,WA,Washington,10,H6WA10015 ,,Richard,Boyce,Boyce; Richard,,NOP,4411,3.49%,,,,,,,,,,
3938,WA,Washington,10,n/a,,,,,District Votes:,,126499,,,,290564,,,,,,,
3939,WA,Washington,10,n/a,,,,,,,,,,,,,,,,,,
3940,WA,Washington,H,n/a,,,,,Total State Votes:,,1372258,,,,3141035,,,,,,,
3941,,,,n/a,,,,,,,,,,,,,,,,,,
3942,WV,West Virginia,,n/a,,,,,,,,,,,,,,,,,,
3943,WV,West Virginia,1,H0WV01072,(I),David B.,McKinley,McKinley; David B.,,R,61217,100.00%,,,163469,68.97%,,,,,W,
3944,WV,West Virginia,1,n/a,,,,,Party Votes:,R,61217,,,,,,,,,,,
3945,WV,West Virginia,1,H6WV01087,,Mike ,Manypenny,Manypenny; Mike ,,D,60911,100.00%,,,73534,31.03%,,,,,,
3946,WV,West Virginia,1,n/a,,,,,Party Votes:,D,60911,,,,,,,,,,,
3947,WV,West Virginia,1,n/a,,,,,District Votes:,,122128,,,,237003,,,,,,,
3948,WV,West Virginia,1,n/a,,,,,,,,,,,,,,,,,,
3949,WV,West Virginia,2,H4WV02080,(I),Alex X.,Mooney,Mooney; Alex X.,,R,45839,73.12%,,,140807,58.18%,,,,,W,
3950,WV,West Virginia,2,H6WV02093,,Marc,Savitt,Savitt; Marc,,R,16849,26.88%,,,,,,,,,,
3951,WV,West Virginia,2,n/a,,,,,Party Votes:,R,62688,,,,,,,,,,,
3952,WV,West Virginia,2,H0WV02104,,Mark,Hunt,Hunt; Mark,,D,21296,29.09%,,,101207,41.82%,,,,,,
3953,WV,West Virginia,2,H6WV02101,,Cory ,Simpson,Simpson; Cory ,,D,19180,26.20%,,,,,,,,,,
3954,WV,West Virginia,2,H6WV02119,,Tom,Payne,Payne; Tom,,D,15250,20.83%,,,,,,,,,,
3955,WV,West Virginia,2,H6WV02127,,Harvey D.,Peyton,Peyton; Harvey D.,,D,11143,15.22%,,,,,,,,,,
3956,WV,West Virginia,2,H6WV02135,,"Robert ""Robin"" Jr.",Wilson,"Wilson; Robert ""Robin;"" Jr.",,D,6344,8.67%,,,,,,,,,,
3957,WV,West Virginia,2,n/a,,,,,Party Votes:,D,73213,,,,,,,,,,,
3958,WV,West Virginia,2,n/a,,,,,District Votes:,,135901,,,,242014,,,,,,,
3959,WV,West Virginia,2,n/a,,,,,,,,,,,,,,,,,,
3960,WV,West Virginia,3,H4WV03070,(I),Evan ,Jenkins,Jenkins; Evan ,,R,41162,100.00%,,,140741,67.88%,,,,,W,
3961,WV,West Virginia,3,n/a,,,,,Party Votes:,R,41162,,,,,,,,,,,
3962,WV,West Virginia,3,H6WV03091,,Matt,Detch,Detch; Matt,,D,53703,100.00%,,,49708,23.98%,,,,,,
3963,WV,West Virginia,3,n/a,,,,,Party Votes:,D,53703,,,,,,,,,,,
3964,WV,West Virginia,3,H6WV03117,,Zane,Lawhorn,Lawhorn; Zane,,LIB,*,,,,16883,8.14%,,,,,,"*  The Libertarian Party nominated by convention on May 7, 2016.  Convention nominee is noted with an asterisk."
3965,WV,West Virginia,3,n/a,,,,,District Votes:,,94865,,,,207332,,,,,,,
3966,WV,West Virginia,3,n/a,,,,,,,,,,,,,,,,,,
3967,WV,West Virginia,H,n/a,,,,,Total State Votes:,,352894,,,,686349,,,,,,,
3968,,,,n/a,,,,,,,,,,,,,,,,,,
3969,WI,Wisconsin,,n/a,,,,,,,,,,,,,,,,,,
3970,WI,Wisconsin,1,H8WI01024,(I),Paul,Ryan,Ryan; Paul,,R,57364,84.06%,,,230072,64.95%,,,,,W,
3971,WI,Wisconsin,1,H6WI01226,,Paul,Nehlen,Nehlen; Paul,,R,10864,15.92%,,,,,,,,,,
3972,WI,Wisconsin,1,n/a,,,Scattered,Scattered,,W(R),15,0.02%,,,,,,,,,,
3973,WI,Wisconsin,1,n/a,,,,,Party Votes:,R,68243,,,,,,,,,,,
3974,WI,Wisconsin,1,H6WI01192,,Ryan,Solen,Solen; Ryan,,D,14639,58.87%,,,107003,30.21%,,,,,,
3975,WI,Wisconsin,1,H6WI01176,,Tom,Breu,Breu; Tom,,D,10142,40.78%,,,,,,,,,,
3976,WI,Wisconsin,1,n/a,,,Scattered,Scattered,,W(D),86,0.35%,,,,,,,,,,
3977,WI,Wisconsin,1,n/a,,,,,Party Votes:,D,24867,,,,,,,,,,,
3978,WI,Wisconsin,1,H6WI01234,,Jason,Lebeck,Zimmerman; Spencer,,TC,,,,,9429,2.66%,,,,,,
3979,WI,Wisconsin,1,H6WI01200,,Jason,Lebeck,Lebeck; Jason,,LIB,,,,,7486,2.11%,,,,,,
3980,WI,Wisconsin,1,n/a,,,Scattered,Scattered,,W,,,,,255,0.07%,,,,,,
3981,WI,Wisconsin,1,H6WI01200,,Jason,Lebeck,Lebeck; Jason,,LIB,195,97.50%,,,,,,,,,,
3982,WI,Wisconsin,1,n/a,,,Scattered,Scattered,,W(LIB),5,2.50%,,,,,,,,,,
3983,WI,Wisconsin,1,n/a,,,,,Party Votes:,LIB,200,,,,,,,,,,,
3984,WI,Wisconsin,1,n/a,,,Scattered,Scattered,,W(WG),8,100.00%,,,,,,,,,,
3985,WI,Wisconsin,1,n/a,,,,,Party Votes:,WG,8,,,,,,,,,,,
3986,WI,Wisconsin,1,n/a,,,Scattered,Scattered,,W(CON),5,100.00%,,,,,,,,,,
3987,WI,Wisconsin,1,n/a,,,,,Party Votes:,CON,5,,,,,,,,,,,
3988,WI,Wisconsin,1,n/a,,,,,District Votes:,,93323,,,,354245,,,,,,,
3989,WI,Wisconsin,1,n/a,,,,,,,,,,,,,,,,,,
3990,WI,Wisconsin,2,H2WI02124,(I),Mark,Pocan,Pocan; Mark,,D,71461,99.45%,,,273537,68.72%,,,,,W,
3991,WI,Wisconsin,2,n/a,,,Scattered,Scattered,,W(D),395,0.55%,,,,,,,,,,
3992,WI,Wisconsin,2,n/a,,,,,Party Votes:,D,71856,,,,,,,,,,,
3993,WI,Wisconsin,2,H8WI02121,,Peter,Theron,Theron; Peter,,R,12866,99.39%,,,124044,31.16%,,,,,,
3994,WI,Wisconsin,2,n/a,,,Scattered,Scattered,,W(R),79,0.61%,,,,,,,,,,
3995,WI,Wisconsin,2,n/a,,,,,Party Votes:,R,12945,,,,,,,,,,,
3996,WI,Wisconsin,2,n/a,,,Scattered,Scattered,,W,,,,,479,0.12%,,,,,,
3997,WI,Wisconsin,2,n/a,,,Scattered,Scattered,,W(LIB),26,100.00%,,,,,,,,,,
3998,WI,Wisconsin,2,n/a,,,,,Party Votes:,LIB,26,,,,,,,,,,,
3999,WI,Wisconsin,2,n/a,,,Scattered,Scattered,,W(WG),14,100.00%,,,,,,,,,,
4000,WI,Wisconsin,2,n/a,,,,,Party Votes:,WG,14,,,,,,,,,,,
4001,WI,Wisconsin,2,n/a,,,Scattered,Scattered,,W(CON),3,100.00%,,,,,,,,,,
4002,WI,Wisconsin,2,n/a,,,,,Party Votes:,CON,3,,,,,,,,,,,
4003,WI,Wisconsin,2,n/a,,,,,District Votes:,,84844,,,,398060,,,,,,,
4004,WI,Wisconsin,2,n/a,,,,,,,,,,,,,,,,,,
4005,WI,Wisconsin,3,H6WI03099,(I),Ron ,Kind,Kind; Ron ,,D,33320,81.24%,,,257401,98.86%,,,,,W,
4006,WI,Wisconsin,3,H6WI03164,,Myron,Buchholz,Buchholz; Myron,,D,7689,18.75%,,,,,,,,,,
4007,WI,Wisconsin,3,n/a,,,Scattered,Scattered,,W(D),7,0.02%,,,,,,,,,,
4008,WI,Wisconsin,3,n/a,,,,,Party Votes:,D,41016,,,,,,,,,,,
4009,WI,Wisconsin,3,n/a,,,Scattered,Scattered,,W,,,,,2800,1.08%,,,,,,
4010,WI,Wisconsin,3,n/a,,Ryan,Peterson,Peterson; Ryan,,W,,,,,169,0.06%,,,,,,
4011,WI,Wisconsin,3,n/a,,,Scattered,Scattered,,W(R),361,100.00%,,,,,,,,,,
4012,WI,Wisconsin,3,n/a,,,,,Party Votes:,R,361,,,,,,,,,,,
4013,WI,Wisconsin,3,n/a,,,Scattered,Scattered,,W(LIB),21,100.00%,,,,,,,,,,
4014,WI,Wisconsin,3,n/a,,,,,Party Votes:,LIB,21,,,,,,,,,,,
4015,WI,Wisconsin,3,n/a,,,Scattered,Scattered,,W(WG),8,100.00%,,,,,,,,,,
4016,WI,Wisconsin,3,n/a,,,,,Party Votes:,WG,8,,,,,,,,,,,
4017,WI,Wisconsin,3,n/a,,,Scattered,Scattered,,W(CON),2,100.00%,,,,,,,,,,
4018,WI,Wisconsin,3,n/a,,,,,Party Votes:,CON,2,,,,,,,,,,,
4019,WI,Wisconsin,3,n/a,,,,,District Votes:,,41408,,,,260370,,,,,,,
4020,WI,Wisconsin,3,n/a,,,,,,,,,,,,,,,,,,
4021,WI,Wisconsin,4,H4WI04183,(I),Gwen S.,Moore,Moore; Gwen S.,,D,55256,84.49%,,,220181,76.74%,,,,,W,
4022,WI,Wisconsin,4,H4WI04241,,Gary R.,George,George; Gary R.,,D,10013,15.31%,,,,,,,,,,
